Name,Affiliation,Citedby,cites_per_year,email,hindex,hindex5y,i10index,i10index5y,id,interests,Publications 
angelique bamberg,,,,,,,,,,,
bill o'driscoll,,,,,,,,,,,
lissa brennan,,,,,,,,,,,
meg fair,,,,,,,,,,,
mike shanley,,,,,,,,,,,
rebecca addison,,,,,,,,,,,
ryan deto,,,,,,,,,,,
steve sucato,,,,,,,,,,,
ethan hartley,,,,,,,,,,,
jacob marrocco,,,,,,,,,,,
jacquelyn moorehead,,,,,,,,,,,
meri kennedy,,,,,,,,,,,
