Name,Affiliation,Citedby,cites_per_year,email,hindex,hindex5y,i10index,i10index5y,id,interests,Publications
brad nygaard,,,,,,,,,,,
cecile wehrman,,,,,,,,,,,
ashley limesand,,,,,,,,,,,
heidi harris,University of Arkansas at Little Rock,31,"{2016: 7, 2017: 5, 2018: 5, 2012: 1, 2013: 4, 2014: 4, 2015: 5}",@ualr.edu,2,2,1,1,hOTVt5YAAAAJ,"['online writing instruction', 'online professional development', 'creative nonfiction', 'composition theory']","['|Title|Student motivations for choosing online classes|Body|<div class=""gsc_vcd_value"" id=""gsc_vcd_descr""><div class=""gsh_small""><div class=""gsh_csp"">Increasing budget pressures on universities are causing many to turn to online education to solve their budget woes. However, as the marketplace for online learning expands, so does the opportunity for students to become ever more selective of the programs and universities they choose. The researchers sought to identify those factors that motivate students to choose or not choose to take online courses at Eastern Oregon University (EOU). Furthermore, students currently enrolled at EOU were asked to identify the interactions and services they would like to see increase at the university. Results of the survey are discussed in light of university mission and strategic plans to demonstrate how survey data works to drive policy decisions in uncertain financial times.</div></div></div>|Author|Heidi S Harris and Elwyn W Martin|Year|1970|Publisher||Citedby|20|Eprint|https://files.eric.ed.gov/fulltext/EJ1135583.pdf', '|Title|Over, under, or through: Design strategies to supplement the LMS and enhance interaction in online writing courses|Body|<div class=""gsc_vcd_value"" id=""gsc_vcd_descr""><div class=""gsh_small""><div class=""gsh_csp"">Online writing instruction is a process of design that includes both spatial and temporal dimensions. Ideally, this process brings together design and pedagogy to move students through their online writing work successfully. Institutionally mandated LMS platforms often constrain this process. This article establishes three design principles and concepts for designing learning environments that take into account both space and time as designed elements of online classes. Applying the principles of backward design, modular content, and student choice to course design can help instructors design more thoughtful, participatory classes centered on student learning and instructor presence.</div></div></div>|Author|Heidi Skurat Harris and Michael Greer|Year|2017|Publisher|ACM|Citedby|3|Eprint|https://sigdoc.acm.org/wp-content/uploads/2016/12/CDQ-4-4-2016.pdf#page=46', '|Title|If you build online classes (and empower faculty to teach them), Non-traditional students will come: One student\'s journey through the professional and technical writing …|Body|<div class=""gsc_vcd_value"" id=""gsc_vcd_descr""><div class=""gsh_small""><div class=""gsh_csp"">The next semester, my online Composition I &amp; II teacher, a non-tenure track (NTT) instructor named Mary Henthorn, introduced me to the Rhetoric &amp; Writing Department (R&amp;W), which houses technical writing, editing, rhetoric, and creative nonfiction courses. 1 The R&amp;W faculty, both tenure-line professors and non-tenure track instructors, are involved in all aspects of the department; all have access to professional development funds and sabbatical leave, and all participate equally in departmental committees, teaching, and governance. Online writing instructors surveyed in the Conference on College Composition and Communication\'s Online Writing Instruction State of the Art report said the flexible qualities of online education gave students a"" clear advantage"" over face-to-face students, and that online courses helped build students\' self-directedness and self-discipline.</div></div></div>|Author|Heidi Skurat Harris and Wendy McCloud|Year|2015|Publisher|Composition Studies|Citedby|2|Eprint|', '|Title|Translation, Transformation, and “Taking it Back”: Moving between Face-to-Face and Online Writing in the Disciplines|Body|<div class=""gsc_vcd_value"" id=""gsc_vcd_descr""><div class=""gsh_small""><div class=""gsh_csp"">Faculty teaching face-to-face (F2F) may dread transitioning to online instruction. While scholars have addressed this trepidation for writing faculty (see Warnock; Hewett and Ehmann), this hesitancy can be compounded for faculty across the disciplines who seek to transform both content and writing assignments from the physical to the digital classroom. Online course management systems (CMS) can hinder this task because these systems employ teacher-centered rather than participatory models (Palmquist 406). In addition, developing online courses requires that faculty modify their current pedagogy, often while continuing to juggle their face-to-face courses. Even for seasoned faculty, preparing and delivering an online course can be time-consuming, taking three times as long as a F2F course (Palloff and Pratt 74). In “Online Teaching and Classroom Change: The Trans-classroom Teacher in the Age of the Internet,” Susan Lowes calls teachers who are transitioning from F2F to online instruction “trans-classroom teachers,” likening them to immigrants “leav [ing] the familiarity of the face-to-face classroom for the uncharted terrain of the online environment, whose constraints and affordances often lead to very different practices.” The immigrant metaphor is apt, as instructors transitioning to digital culture must adapt to new problems, behaviors, languages, attitudes, and identities. Before coming together for a faculty professional development workshop in Summer 2011, each of the authors—faculty members at Eastern Oregon University from English and Writing, Education, and Religious Studies—had faced the challenges of “immigration” alone in …</div></div></div>|Author|HEIDI SKURAT HARRIS and TAWNYA LUBBES and NANCY KNOWLES and JACOB HARRIS|Year|1970|Publisher||Citedby|2|Eprint|http://wac.colostate.edu/journal/vol25/vol25.pdf#page=107', '|Title|Web 2.0 and Conscientização: Digital Students and Critical|Body|<div class=""gsc_vcd_value"" id=""gsc_vcd_descr""><div class=""gsh_small""><div class=""gsh_csp"">This chapter introduces multiliteracy as an extension of traditional notions of critical pedagogy that uphold student reflection in and about their world through dialogue as a crucial component of becoming a truly literate human. Students immersed in digital media should be encouraged to investigate and create multimedia in the 21st century classroom. However, instructors not familiar with digital media can find opening their classrooms to digital texts a risk to their professional identities. Just as true education should help students challenge, resist, and modify their perceptions of reality, educators must constantly disrupt their own classrooms to experience true conscientização, or consciousness of consciousness along with students.</div></div></div>|Author|Heidi Skurat Harris|Year|2011|Publisher|IGI Global|Citedby|2|Eprint|', '|Title|The Bedford Bibliography of Research in Online Writing Instruction|Body|<div class=""gsc_vcd_value"" id=""gsc_vcd_descr"">Home; Search; Browse Collections; My Account; About; DC Network Digital Commons Network™.\nSkip to main content UW Tacoma Digital Commons. UW Tacoma Digital Commons. Home; About;\nFAQ; My Account. A service of the UW Tacoma Library. &lt; Previous; Next &gt;; Home &gt; SIAS &gt; SIAS\nBooks &gt; 96. SIAS Faculty Book Gallery. Title. The Bedford Bibliography of Research in Online\nWriting Instruction. Authors. Heidi Harris Mahli Mechenbier Sushil K. Oswal, University of\nWashington TacomaFollow Natalie Stillman-Webb. Files. Find in the UW Libraries Full Text\nAvailable. Publication Date. 3-1-2017. Publisher. The Macmillan Community. DOWNLOADS.\nSince May 04, 2017. Share. COinS. Enter search terms: Select context to search: in this collection.\nAdvanced Search. Notify me via email or RSS. Browse. Collections; Disciplines; Authors. Author\nCorner. Author FAQ. Links. UW Tacoma Library … \n</div>|Author|Heidi Harris and Mahli Mechenbier and Sushil K Oswal and Natalie Stillman-Webb|Year|1970|Publisher|The Macmillan Community|Citedby|1|Eprint|', '|Title|Digital students in the democratic classroom: Using technology to enhance critical pedagogy in first-year composition|Body|<div class=""gsc_vcd_value"" id=""gsc_vcd_descr""><div class=""gsh_small""><div class=""gsh_csp"">Students enter composition classrooms in the twenty-first century with various levels of computer proficiency and comfort with technology and digital media. Instructors often make assumptions that their students\' are familiar with technology, even though students may be hesitant to use technology in the classroom. This dissertation gathers data from one university class and two community college classes to study students\' perceptions of and use of technology, particularly the Blackboard content management system (CMS), in the critical pedagogy classroom. In particular, it studies students\' use of technology to reflect on their own work and engage in dialogue with classmates and the instructor. The evidence suggests that students use technology and media cautiously in the classroom and will revert to more traditional forms of expression (eg, the linear essay) when they feel uncomfortable using technology or they …</div></div></div>|Author|Heidi A Skurat Harris|Year|1970|Publisher||Citedby|1|Eprint|', '|Title|Immersion, Reflection, Failure: Teaching Graduate Students to Teach Writing Online|Body|<div class=""gsc_vcd_value"" id=""gsc_vcd_descr""><div class=""gsh_small""><div class=""gsh_csp"">A common challenge facing those who prepare graduate students to teach writing online is the need to help those students connect online writing instruction (OWI) theory with their classroom practice. The authors present how graduate students are prepared to teach writing online at three universities and then synthesize those approaches to highlight three principles that can guide effective OWI preparation for graduate students in any program: immersion, reflection, and failure.</div></div></div>|Author|Stephen David Grover and Kelli Cargile Cook and Heidi Skurat Harris and Kevin Eric DePew|Year|2017|Publisher|Routledge|Citedby||Eprint|', '|Title|Introduction to the Bedford Bibliography of Research in Online Writing Instruction|Body|<div class=""gsc_vcd_value"" id=""gsc_vcd_descr"">By Heidi Harris, Mahli Mechenbier, Sushil K. Oswal, et al., Published on 03/01/17.\n</div>|Author|Heidi Harris and Mahli Mechenbier and Sushil K Oswal and Natalie Stillman-Webb|Year|1970|Publisher||Citedby||Eprint|', '|Title|Buried in polyester|Body|<div class=""gsc_vcd_value"" id=""gsc_vcd_descr""><div class=""gsh_small"">Buried in Polyester is a collection of essays in three parts loosely connected around the theme of the loss of my mother. Much like JoAnn Beard\'s The Boys of My My Youth, the essays hold up pieces of my life for inspection and puts them down again, not always with a sense of resolution. The subtext of the piece revolves around the search to put together the pieces of what my life was before and after my mother, and the transition from girlhood to adulthood with the absence of my mother. I hope also to explore how the self splits after a traumatic death, and the desperate attempt at recreation that takes the place of genuine mourning. The final three pieces are a trilogy exploring my father\'s deteriorating health and my attempts to connect with him while somehow recapturing the self that I lost.</div></div>|Author|Heidi A Skurat Harris|Year|1970|Publisher||Citedby||Eprint|']"
carrie mcdermott,,,,,,,,,,,
frank stanko,,,,,,,,,,,
karen speidel,,,,,,,,,,,
kathleen leinen,,,,,,,,,,,
alyssa syth,,,,,,,,,,,
elizabeth hackenburg,,,,,,,,,,,
